number of rooms,security level of the community,residence space,building space,noise level,view,air quality level,exchange rate,price range,house_age,decorate_age,space_ratio,room_space,median_rank_zip code,median_rank_city,mean_rank_zip code,mean_rank_city
4,3.0,3370,7920,1.0,3,3,7.974418117,4,26,14,0.5519287833827893,674.0,3.0,2.0,2.71,2.4857142857142858
4,3.5,4390,11600,2.0,3,3,7.401906422,4,24,5,0.6970387243735763,878.0,4.0,4.0,3.8208955223880596,3.8208955223880596
2,1.0,720,7200,1.0,0,5,6.244470507,1,71,71,1.0,240.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.75,1260,6908,1.0,0,3,6.850612188,1,20,20,1.0,315.0,2.0,2.0,1.7173913043478262,1.7173913043478262
4,1.5,2670,10026,2.0,0,3,6.997628167,2,18,18,1.0,534.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,1.75,1960,9300,1.0,0,5,6.586427724,2,35,35,0.6836734693877551,392.0,2.0,2.0,1.8,1.8
3,2.5,2460,4399,2.0,0,3,6.721273834,2,7,7,1.0,615.0,3.0,3.0,2.727272727272727,2.727272727272727
3,1.0,1370,3000,1.5,0,3,6.545550229,2,90,3,1.0,342.5,3.0,2.0,2.725,2.4857142857142858
3,2.5,1740,5782,2.0,0,4,6.661389457,2,25,25,1.0,435.0,3.0,3.0,2.9080459770114944,2.893854748603352
4,2.5,3670,7000,2.0,0,3,7.916343913,4,9,9,1.0,734.0,4.0,3.0,3.539473684210526,3.2621951219512195
4,4.25,5584,68257,2.0,0,3,7.704533524,4,16,8,1.0,1116.8,2.0,2.0,2.4375,2.4375
3,1.75,1570,8459,1.0,0,3,7.089044176,1,23,23,1.0,392.5,1.0,1.0,1.4,1.4
3,2.5,1560,4200,2.0,0,3,6.24994398,1,11,11,1.0,390.0,2.0,2.0,1.7173913043478262,1.7173913043478262
4,3.5,2630,3435,1.5,3,3,7.735690115,2,30,30,0.623574144486692,526.0,1.0,1.0,1.3,1.2307692307692308
3,2.5,1620,7410,1.0,0,5,7.524871023,2,59,59,1.0,405.0,2.0,2.0,1.8876404494382022,1.9834710743801653
3,3.0,2980,28000,1.0,0,3,7.148115862,3,33,1,0.610738255033557,745.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,1.0,1140,8800,1.0,0,3,6.534407034,1,42,12,1.0,285.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.0,1140,5000,1.0,0,3,6.526659269,1,54,2,1.0,285.0,2.0,2.0,1.6,2.4857142857142858
4,2.5,2100,3916,2.0,0,3,7.155884347,2,5,5,1.0,420.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,2.5,1780,4050,2.0,0,3,7.196126429,2,13,13,1.0,445.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.5,1690,9144,1.0,0,4,7.755012679,2,58,58,0.6745562130177515,422.5,2.0,2.0,2.3181818181818183,2.3230769230769233
2,1.5,2730,19877,1.0,0,4,6.298963315,2,38,22,0.575091575091575,910.0,2.0,2.0,2.0588235294117645,2.0588235294117645
4,2.5,2700,8810,2.0,0,3,6.022545615,3,10,10,1.0,540.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.0,2130,35169,1.0,0,4,7.919692933,4,25,25,1.0,532.5,3.0,3.0,2.7096774193548385,2.8454545454545452
2,1.0,1180,9350,1.0,0,3,6.039673228,1,96,96,1.0,393.3333333333333,1.0,2.0,1.3555555555555556,2.4857142857142858
3,1.0,910,5250,1.0,0,4,6.54046449,1,43,43,1.0,227.5,2.0,1.0,2.0185185185185186,1.7058823529411764
3,1.0,960,8100,1.0,0,3,6.505208118,1,59,9,1.0,240.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,2.0,1630,8018,1.0,0,3,6.594944723,1,11,11,1.0,407.5,1.0,1.0,1.0,1.0
3,2.5,1658,2700,2.0,0,3,6.028992568,1,0,0,1.0,414.5,1.0,1.0,1.510204081632653,1.4807692307692308
3,2.5,1440,7741,1.0,0,4,6.470325431,1,31,31,0.6944444444444444,360.0,1.0,1.0,1.3492063492063493,1.4444444444444444
4,2.0,1930,6600,1.0,0,4,7.282104033,1,47,47,0.533678756476684,386.0,1.0,1.0,1.1551724137931034,1.7058823529411764
3,1.75,1670,7415,1.0,0,3,6.612528304,1,27,14,0.7904191616766467,417.5,1.0,1.0,1.5168539325842696,1.2105263157894737
3,1.0,1200,6250,1.0,0,3,7.732405794,1,71,12,0.7666666666666667,300.0,1.0,2.0,1.1551724137931034,2.4857142857142858
3,2.5,1680,15711,1.0,0,3,7.465209113,1,20,20,0.7380952380952381,420.0,1.0,1.0,1.3492063492063493,1.4444444444444444
4,2.5,1982,6406,2.0,0,3,6.066029908,1,10,10,1.0,396.4,1.0,1.0,1.3055555555555556,1.4444444444444444
5,3.0,2840,7199,1.0,0,3,6.313290689,1,11,11,0.602112676056338,473.3333333333333,1.0,1.0,1.3555555555555556,1.173913043478261
5,1.0,1410,6400,1.0,0,5,6.450548336,1,59,59,0.6808510638297872,235.0,1.0,1.0,1.510204081632653,1.4807692307692308
3,1.0,900,7500,1.0,0,4,7.626916963,2,42,42,1.0,225.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,1.0,2100,9288,1.0,0,4,6.563261815,2,46,46,0.5,420.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.5,1255,1374,3.0,0,3,6.92472366,2,10,10,1.0,313.75,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,1630,4473,2.0,0,3,7.856155238,2,11,11,1.0,326.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.75,1320,6205,1.0,0,5,6.533499304,2,66,29,1.0,330.0,2.0,2.0,1.8876404494382022,1.9834710743801653
3,1.75,1780,13095,1.0,0,4,6.114127865,2,31,31,1.0,445.0,1.0,1.0,1.5168539325842696,1.4444444444444444
2,1.0,880,7683,1.0,0,3,7.142739152,2,72,15,1.0,293.3333333333333,3.0,2.0,2.86,2.4857142857142858
3,1.0,1810,12375,2.0,0,3,6.392556834,2,44,0,1.0,452.5,3.0,3.0,2.7096774193548385,2.8454545454545452
4,2.5,1720,9600,1.0,0,3,6.482026482,2,53,10,0.6511627906976745,344.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,1.0,1600,5952,1.0,0,4,7.671921526,2,50,50,0.71875,400.0,2.0,2.0,1.6,2.4857142857142858
4,2.0,2330,6250,1.0,0,4,7.393825072,2,73,16,0.6008583690987125,466.0,1.0,1.0,1.3055555555555556,1.4444444444444444
2,1.5,1180,844,2.0,0,3,6.09368612,2,9,9,0.8389830508474576,393.3333333333333,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.25,1810,4970,2.0,0,3,6.94210626,2,11,11,1.0,362.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.0,1570,9467,1.0,0,3,7.533967284,2,60,9,1.0,392.5,3.0,2.0,2.86,1.9834710743801653
3,1.0,1050,9206,1.5,0,3,7.255256181,2,60,9,1.0,262.5,2.0,2.0,2.2093023255813953,2.4857142857142858
2,2.25,1280,835,2.0,0,3,6.340426516,2,5,5,0.84375,426.6666666666667,2.0,2.0,2.116883116883117,2.4857142857142858
3,1.5,2000,7294,1.0,0,3,7.073732358,2,49,21,0.76,500.0,2.0,2.0,2.116883116883117,2.4857142857142858
3,1.75,1440,8775,1.0,0,3,6.725139101,2,41,1,1.0,360.0,2.0,3.0,2.3195876288659796,2.76878612716763
5,2.0,2330,10750,1.0,0,4,6.781275514,2,52,52,0.5107296137339056,388.3333333333333,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,2870,9292,2.0,0,3,6.55849658,2,35,0,0.8850174216027874,574.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,3.0,1296,1051,3.0,0,3,7.752708834,2,5,5,1.0,324.0,2.0,2.0,2.2093023255813953,2.4857142857142858
2,1.0,1470,6120,1.0,0,2,7.921153912,2,74,74,1.0,490.0,3.0,2.0,2.9158878504672896,2.4857142857142858
3,1.75,1980,8100,1.0,0,4,7.097482313,2,65,29,0.6616161616161617,495.0,2.0,2.0,1.8876404494382022,1.9834710743801653
2,1.0,910,6490,1.0,0,3,7.462753495,2,72,15,1.0,303.3333333333333,3.0,2.0,2.9158878504672896,2.4857142857142858
3,2.25,1950,8868,1.0,0,3,7.024155988,2,50,14,0.6923076923076923,487.5,2.0,2.0,1.9651162790697674,1.9834710743801653
5,1.5,1900,10226,1.0,0,3,6.092162104,2,53,10,0.5947368421052631,316.6666666666667,2.0,3.0,2.3195876288659796,2.76878612716763
3,2.5,1870,5449,2.0,0,3,7.379252621,2,11,11,1.0,467.5,2.0,2.0,2.4375,2.4242424242424243
3,1.0,1270,4000,1.5,2,3,7.093506535,2,86,60,1.0,317.5,2.0,2.0,2.0933333333333333,2.4857142857142858
3,1.75,1650,12940,1.0,0,4,7.596956042,2,53,13,1.0,412.5,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,2520,8515,2.0,0,3,6.993825614,2,15,15,1.0,504.0,2.0,2.0,2.0588235294117645,2.0588235294117645
4,3.25,2510,5311,2.0,0,3,7.961571757,2,5,5,1.0,502.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,2.0,1460,10311,1.0,0,4,6.537449049,2,39,39,1.0,365.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.5,2420,8252,2.0,0,3,7.130913342,2,16,8,1.0,605.0,3.0,3.0,2.727272727272727,2.727272727272727
3,1.75,1840,4030,1.0,0,5,6.183087908,2,89,89,0.5706521739130435,460.0,2.0,2.0,1.7380952380952381,2.4857142857142858
3,3.5,1600,1431,2.0,0,3,6.454857452,2,8,8,0.775,400.0,3.0,2.0,2.71,2.4857142857142858
3,2.0,1560,8640,1.0,0,5,6.715297245,2,47,47,1.0,390.0,2.0,3.0,2.3195876288659796,2.76878612716763
2,1.0,1160,6000,1.0,0,4,7.189056141,2,72,32,0.7413793103448276,386.6666666666667,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.75,1720,6270,2.0,0,3,6.588846017,2,36,36,1.0,344.0,2.0,2.0,2.116883116883117,2.4857142857142858
3,1.0,1150,4945,1.0,2,3,7.494733779,2,71,12,1.0,287.5,2.0,2.0,2.0933333333333333,2.4857142857142858
3,2.5,1590,2550,3.0,0,3,7.454719151,2,29,29,1.0,397.5,3.0,2.0,2.71,2.4857142857142858
4,2.25,1940,9144,1.0,0,4,6.935097537,2,58,58,0.7371134020618557,388.0,3.0,3.0,3.1621621621621623,3.2899159663865545
3,2.5,1750,1548,3.0,0,3,7.399654901,2,1,1,1.0,437.5,2.0,2.0,2.116883116883117,2.4857142857142858
3,3.5,1820,1501,2.0,0,3,6.323712602,2,0,0,0.7857142857142857,455.0,2.0,2.0,2.6153846153846154,2.4857142857142858
3,2.25,1760,4539,2.0,0,3,7.890107205,3,26,14,1.0,440.0,3.0,3.0,2.9080459770114944,2.893854748603352
4,2.5,3200,6473,2.0,0,3,6.872789634,3,9,9,1.0,640.0,2.0,2.0,2.4705882352941178,1.9136690647482015
5,3.0,2750,3800,1.5,0,5,7.707146592,3,88,88,0.6363636363636364,458.3333333333333,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.5,2340,5600,2.0,0,3,6.470284282,3,93,1,1.0,468.0,2.0,2.0,1.8627450980392157,2.4857142857142858
4,4.25,1960,3565,2.0,0,3,6.446439749,3,74,11,1.0,392.0,3.0,2.0,2.9814814814814814,2.4857142857142858
5,4.5,4850,40902,2.0,0,3,6.350037287,3,13,13,1.0,808.3333333333334,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.75,1930,36210,1.0,0,3,7.625666926,3,37,10,1.0,482.5,3.0,3.0,2.7096774193548385,2.8454545454545452
3,1.75,1850,7735,1.0,0,4,7.832067101,3,31,31,1.0,462.5,3.0,3.0,2.8764044943820224,2.893854748603352
3,3.5,2710,3475,2.0,0,3,7.926366907,3,9,9,0.6088560885608856,677.5,3.0,3.0,2.8764044943820224,2.893854748603352
4,2.5,2740,12899,2.0,0,4,6.750063348,3,24,24,1.0,548.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,2.5,2540,7680,2.0,1,4,7.096806517,3,74,13,1.0,635.0,3.0,2.0,2.86,2.4857142857142858
3,2.5,2810,7700,2.0,0,3,7.031081823,3,13,13,1.0,702.5,4.0,3.0,3.323809523809524,3.2899159663865545
4,3.0,3000,4000,1.5,3,3,7.588853675,3,101,0,0.6566666666666666,600.0,2.0,2.0,2.6153846153846154,2.4857142857142858
2,2.5,2160,5581,1.0,0,3,6.818725042,4,12,12,1.0,720.0,3.0,3.0,3.2444444444444445,3.179372197309417
3,1.5,2500,4774,1.5,2,3,7.975603467,4,74,18,0.58,625.0,3.0,2.0,2.8205128205128207,2.4857142857142858
3,2.5,2330,1987,2.0,4,3,6.652148736,4,10,10,0.6051502145922747,582.5,3.0,2.0,2.8205128205128207,2.4857142857142858
5,2.75,3390,5211,2.0,0,3,6.301528738,4,10,10,1.0,565.0,4.0,3.0,3.539473684210526,3.2621951219512195
2,2.0,1880,5400,1.5,0,3,7.136924313,4,112,112,1.0,626.6666666666666,4.0,2.0,3.3666666666666667,2.4857142857142858
3,2.5,2610,7256,2.0,0,3,6.205856474,4,0,0,1.0,652.5,4.0,3.0,3.324675324675325,2.76878612716763
4,2.5,3330,7399,2.0,0,3,6.155918917,4,5,5,1.0,666.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,3.0,2520,2152,1.5,0,3,6.664515867,4,89,8,0.6190476190476191,630.0,4.0,2.0,3.347826086956522,2.4857142857142858
4,2.5,2680,7200,1.0,0,3,6.52549683,4,62,1,0.5149253731343284,536.0,4.0,3.0,3.324675324675325,2.76878612716763
4,2.5,1850,50662,1.0,0,3,7.24211363,4,36,36,0.772972972972973,370.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,3.0,3720,29043,2.0,0,3,7.909404997,4,23,23,1.0,744.0,4.0,3.0,3.324675324675325,2.76878612716763
5,4.0,3720,15200,2.0,0,3,6.528786741,4,9,9,1.0,620.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,3.75,3250,5797,2.0,2,4,6.51444597,4,63,15,0.7292307692307692,812.5,3.0,2.0,3.1875,2.4857142857142858
5,3.0,3480,15185,2.0,0,4,7.977799128,4,50,50,1.0,580.0,4.0,4.0,3.8208955223880596,3.8208955223880596
3,2.25,2510,6339,1.5,2,5,7.230827194,4,82,12,0.7211155378486056,627.5,3.0,2.0,3.1875,2.4857142857142858
4,2.5,2920,7200,1.0,3,3,7.007174479,4,93,8,0.5034246575342466,584.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,3.0,5940,11533,2.0,4,3,6.607924807,4,10,10,0.8333333333333334,1188.0,3.0,3.0,2.727272727272727,2.727272727272727
3,3.25,3790,19000,2.0,4,3,7.601940945,4,29,29,1.0,947.5,3.0,2.0,2.86,2.4857142857142858
5,4.5,4590,14685,2.0,0,3,7.925243743,4,5,5,1.0,765.0,4.0,3.0,3.324675324675325,2.76878612716763
2,1.0,780,6685,1.0,0,4,6.297798783,1,66,66,1.0,260.0,1.0,1.0,1.0571428571428572,1.4172185430463575
2,1.0,720,4222,1.0,0,4,6.114156144,1,72,32,1.0,240.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,1.0,820,7680,1.5,0,3,7.068608379,1,104,8,1.0,205.0,2.0,2.0,1.6,2.4857142857142858
2,1.0,740,9003,1.0,0,3,7.35431612,1,65,16,1.0,246.66666666666666,1.0,1.0,1.3492063492063493,1.4444444444444444
3,1.0,1100,10125,1.0,0,3,7.621599139,1,45,4,1.0,275.0,1.0,1.0,1.5168539325842696,1.2105263157894737
2,1.0,830,2699,1.0,0,3,6.041156143,1,18,18,1.0,276.6666666666667,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.5,1430,8960,1.0,0,4,7.488661552,1,61,31,1.0,357.5,2.0,1.0,2.0185185185185186,1.7058823529411764
2,2.0,1390,1302,2.0,0,3,7.964863915,1,28,28,1.0,463.3333333333333,1.0,1.0,1.4042553191489362,1.408450704225352
2,2.0,1700,3171,1.0,0,5,6.152549843,1,87,87,0.5,566.6666666666666,1.0,1.0,1.0571428571428572,1.4172185430463575
2,1.5,880,1157,2.0,0,3,7.389550565,1,7,7,1.0,293.3333333333333,2.0,2.0,2.0933333333333333,2.4857142857142858
2,1.0,1320,8865,1.0,0,4,7.695115157,1,71,71,1.0,440.0,1.0,1.0,1.1551724137931034,1.7058823529411764
3,1.75,1210,8075,1.0,0,4,6.003541906,1,31,31,1.0,302.5,1.0,1.0,1.0,1.0
3,1.5,1560,7300,1.0,0,4,7.048526779,1,50,50,0.6666666666666666,390.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,2.0,2030,24829,1.0,0,4,7.187884745,1,35,35,0.6009852216748769,507.5,1.0,1.0,1.2321428571428572,1.4172185430463575
3,2.5,1680,6755,2.0,0,3,6.803266499,1,20,20,1.0,420.0,2.0,1.0,1.7352941176470589,1.4172185430463575
4,2.25,1830,9485,1.0,0,4,7.006363148,1,25,25,0.6557377049180327,366.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.75,1310,9645,1.0,0,3,7.404168083,1,35,0,1.0,327.5,1.0,1.0,1.510204081632653,1.2307692307692308
3,2.5,2060,4030,2.0,0,3,7.874270089,1,15,15,1.0,515.0,1.0,1.0,1.2380952380952381,1.4444444444444444
3,1.75,1300,7958,1.0,0,3,6.585370175,1,18,18,1.0,325.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,2.0,1400,8640,1.0,0,5,7.571500194,1,46,46,1.0,350.0,1.0,1.0,1.4042553191489362,1.408450704225352
3,2.0,1480,7480,1.0,0,4,6.394333013,1,22,22,1.0,370.0,2.0,2.0,1.7173913043478262,1.7173913043478262
2,1.0,1060,8187,1.0,0,4,7.440546449,1,62,62,1.0,353.3333333333333,2.0,2.0,1.8876404494382022,1.9834710743801653
3,1.5,1430,9600,1.0,0,4,7.214227101,1,48,48,1.0,357.5,2.0,2.0,2.4705882352941178,1.9136690647482015
3,2.5,2495,4400,2.0,0,3,6.654792634,1,7,7,1.0,623.75,1.0,1.0,1.2321428571428572,1.408450704225352
3,1.75,1300,4127,1.0,0,4,7.165944128,1,96,61,0.5,325.0,2.0,2.0,1.6,2.4857142857142858
4,1.0,1450,6250,1.0,0,3,7.536971895,1,50,14,0.6827586206896552,290.0,2.0,2.0,1.8627450980392157,2.4857142857142858
3,1.0,1180,5002,1.5,0,3,7.707777715,1,68,68,1.0,295.0,2.0,2.0,1.9651162790697674,1.9834710743801653
2,1.0,800,6240,1.0,0,3,6.650396989,1,60,9,1.0,266.6666666666667,2.0,2.0,2.2093023255813953,2.4857142857142858
3,1.0,1390,9624,1.5,0,4,6.432871954,1,60,35,1.0,347.5,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.0,1160,11776,1.0,0,3,6.765113396,2,46,17,1.0,290.0,3.0,3.0,3.0208333333333335,2.8454545454545452
3,2.5,1680,11193,2.0,0,3,7.790996576,2,30,30,1.0,420.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.0,1430,19901,1.5,0,4,6.961316713,2,87,87,1.0,357.5,2.0,2.0,2.3181818181818183,2.3230769230769233
2,2.5,1050,1609,2.0,0,3,6.779191713,2,9,9,1.0,350.0,2.0,2.0,2.6153846153846154,2.4857142857142858
3,2.75,1720,28000,1.0,0,4,6.186905822,2,56,42,1.0,430.0,2.0,2.0,1.7666666666666666,1.9136690647482015
4,2.0,1480,3132,1.0,0,5,7.687726859,2,104,104,0.5,296.0,2.0,2.0,1.7380952380952381,2.4857142857142858
3,2.25,2180,7741,2.0,0,3,6.673652412,2,28,28,1.0,545.0,3.0,3.0,3.032258064516129,3.2621951219512195
2,1.0,1080,4000,1.0,0,3,6.232335872,2,74,18,1.0,360.0,3.0,2.0,2.71,2.4857142857142858
3,2.5,2400,9701,1.0,0,3,6.257952341,2,24,5,1.0,600.0,1.0,1.0,1.4065934065934067,1.408450704225352
2,1.0,1270,3200,1.0,0,4,7.126138341,2,94,94,0.7559055118110236,423.3333333333333,3.0,2.0,2.725,2.4857142857142858
4,2.5,3753,7204,2.0,0,3,7.371081305,2,6,6,0.8888888888888888,750.6,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.5,1300,12240,1.0,0,3,6.999729717,2,51,6,1.0,325.0,2.0,2.0,2.3181818181818183,2.3230769230769233
3,2.0,1660,8281,1.0,0,3,6.430819019,2,65,16,1.0,415.0,2.0,2.0,2.510204081632653,2.4857142857142858
3,2.5,2250,3757,2.0,0,3,7.31125435,2,8,8,1.0,562.5,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.75,1820,22320,1.0,0,3,6.925979705,2,37,10,0.6868131868131868,455.0,3.0,3.0,3.2444444444444445,3.179372197309417
4,2.75,1680,9545,1.0,0,4,6.645143595,2,35,35,0.6428571428571429,336.0,2.0,2.0,2.3181818181818183,2.3230769230769233
2,1.75,1350,6315,1.0,0,3,7.298126444,2,9,9,1.0,450.0,3.0,3.0,3.2444444444444445,3.179372197309417
3,3.75,3890,7140,1.0,2,3,7.912924024,2,71,7,0.6143958868894601,972.5,1.0,2.0,1.3555555555555556,2.4857142857142858
3,1.75,1980,5100,1.0,0,3,6.821924383,2,49,21,0.6414141414141414,495.0,3.0,2.0,2.725,2.4857142857142858
4,3.0,4260,18000,2.0,2,3,6.676276929,2,14,14,1.0,852.0,4.0,4.0,3.8208955223880596,3.8208955223880596
3,1.75,1610,6480,1.0,0,4,6.152130781,2,67,26,1.0,402.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,1.0,1100,4600,1.0,0,3,7.95902109,2,97,5,1.0,275.0,3.0,2.0,2.9814814814814814,2.4857142857142858
3,2.0,1300,3731,1.0,0,3,7.828834548,2,21,21,0.6923076923076923,325.0,2.0,2.0,2.116883116883117,2.4857142857142858
4,3.0,2230,52983,2.0,0,3,6.008109073,2,23,23,1.0,446.0,1.0,1.0,1.3055555555555556,1.4444444444444444
6,3.25,4250,23326,1.0,3,3,6.068294777,2,47,3,0.5058823529411764,607.1428571428571,1.0,1.0,1.4042553191489362,1.408450704225352
3,2.25,1840,5752,2.0,0,3,6.888395698,2,11,11,1.0,460.0,2.0,3.0,2.3195876288659796,2.76878612716763
2,3.25,1400,1243,3.0,0,3,7.391398112,2,14,14,1.0,466.6666666666667,3.0,2.0,2.725,2.4857142857142858
3,2.0,1980,12150,1.0,0,3,6.833773032,2,20,20,1.0,495.0,1.0,1.0,1.5168539325842696,1.4444444444444444
4,2.5,2360,4367,2.0,0,3,7.7193181,2,11,11,1.0,472.0,3.0,3.0,2.7096774193548385,2.8454545454545452
4,2.5,2798,4473,2.0,0,3,7.568828781,2,2,2,1.0,559.6,2.0,2.0,1.68,1.9136690647482015
4,1.5,2040,8800,1.0,0,4,7.745248101,3,53,13,0.5,408.0,3.0,3.0,3.1621621621621623,3.2899159663865545
3,1.75,1400,4000,1.0,0,3,6.382699595,3,63,20,0.6214285714285714,350.0,3.0,2.0,2.71,2.4857142857142858
4,2.5,2680,7178,2.0,0,3,7.197102778,3,10,10,1.0,536.0,3.0,3.0,2.727272727272727,2.727272727272727
2,1.75,2050,11900,1.0,0,4,7.57755195,3,64,31,1.0,683.3333333333334,4.0,3.0,3.857142857142857,3.2899159663865545
3,2.5,1720,4006,2.0,0,3,7.994472207,3,20,20,1.0,430.0,3.0,3.0,2.9080459770114944,2.893854748603352
3,2.5,1550,12920,2.0,0,5,6.816791621,3,15,15,1.0,387.5,4.0,3.0,3.324675324675325,2.76878612716763
4,2.5,2230,10414,1.0,0,5,7.866371605,3,40,40,0.6502242152466368,446.0,4.0,3.0,3.539473684210526,2.893854748603352
4,1.0,1660,34848,1.0,0,1,7.972682791,3,81,81,0.5602409638554217,332.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,2.5,3160,4270,2.0,0,3,7.858483641,3,8,8,0.8386075949367089,790.0,2.0,2.0,2.4375,2.4242424242424243
7,4.5,4140,9066,1.0,0,3,6.066859767,3,36,36,0.5,517.5,2.0,2.0,2.2093023255813953,2.4857142857142858
5,2.0,1940,6000,1.0,0,5,7.385613439,3,69,69,0.5,323.3333333333333,3.0,2.0,2.9158878504672896,2.4857142857142858
3,2.0,1650,6150,2.0,0,4,7.381125593,3,88,21,1.0,412.5,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.75,2020,2750,1.0,0,3,6.084845533,3,97,0,0.5,404.0,3.0,2.0,2.688888888888889,2.4857142857142858
4,2.0,2510,38141,1.0,0,3,6.16597051,3,54,2,1.0,502.0,2.0,3.0,2.3195876288659796,2.76878612716763
3,1.75,1580,7416,1.0,0,3,6.842845197,3,47,3,0.7278481012658228,395.0,4.0,3.0,3.5714285714285716,3.2899159663865545
4,2.5,2740,43101,2.0,0,3,6.521803832,3,21,21,1.0,548.0,3.0,3.0,3.0208333333333335,2.8454545454545452
3,2.5,2300,5500,1.5,0,4,7.680917887,3,93,93,0.8695652173913043,575.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.5,2990,5669,2.0,0,3,7.347774433,3,11,11,1.0,598.0,3.0,3.0,3.032258064516129,3.2621951219512195
3,2.5,2190,10370,2.0,0,3,7.178220909,3,27,14,1.0,547.5,3.0,3.0,3.032258064516129,3.2621951219512195
3,1.0,1700,6356,1.5,0,3,7.653768517,3,107,31,1.0,425.0,2.0,2.0,2.116883116883117,2.4857142857142858
4,2.5,3150,7277,2.0,0,3,7.239490658,3,8,8,1.0,630.0,2.0,2.0,2.0123456790123457,1.9136690647482015
4,3.5,4490,5099,2.0,0,3,6.89737968,4,8,8,0.755011135857461,898.0,3.0,3.0,2.727272727272727,2.727272727272727
2,1.75,2320,5500,1.5,2,3,6.971622328,4,89,14,0.7413793103448276,773.3333333333334,2.0,2.0,2.6153846153846154,2.4857142857142858
3,2.5,2810,5400,2.0,0,3,7.782043305,4,9,9,1.0,702.5,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.25,2920,46355,2.0,0,4,7.650563086,4,16,16,1.0,584.0,2.0,2.0,2.857142857142857,2.857142857142857
2,1.75,2080,4800,1.0,0,5,6.305133636,4,91,91,0.5192307692307693,693.3333333333334,3.0,2.0,2.71,2.4857142857142858
4,3.5,3910,8095,2.0,0,3,6.461974181,4,7,7,0.8005115089514067,782.0,3.0,3.0,2.9080459770114944,2.893854748603352
4,2.25,2000,3800,2.0,0,3,7.155247126,4,13,13,1.0,400.0,3.0,2.0,2.9158878504672896,2.4857142857142858
3,2.5,2510,5503,2.0,2,3,7.810309262,4,19,19,1.0,627.5,2.0,2.0,2.510204081632653,2.4857142857142858
4,2.5,3420,8405,2.0,0,3,6.683684838,4,14,14,1.0,684.0,3.0,3.0,3.032258064516129,3.2621951219512195
4,2.75,3040,2800,2.0,0,3,6.591850159,4,108,0,0.6907894736842105,608.0,3.0,2.0,3.4615384615384617,2.4857142857142858
3,2.0,2520,5400,1.5,0,4,7.594809072,4,108,24,0.5595238095238095,630.0,4.0,2.0,3.347826086956522,2.4857142857142858
3,2.75,2280,4280,1.0,0,5,6.843154642,4,97,97,0.5614035087719298,570.0,3.0,2.0,2.725,2.4857142857142858
5,1.5,2680,28014,1.0,0,4,7.857301501,4,51,51,0.5410447761194029,446.6666666666667,4.0,3.0,3.857142857142857,3.2899159663865545
6,2.75,2300,24773,1.5,0,4,6.28595672,4,64,29,1.0,328.57142857142856,4.0,4.0,3.8208955223880596,3.8208955223880596
3,2.5,2690,7000,2.0,0,5,7.142360225,4,71,71,0.6840148698884758,672.5,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.25,2410,4560,2.0,2,5,7.394086575,4,85,85,0.7468879668049793,482.0,3.0,2.0,2.71,2.4857142857142858
